# notebook est_err-pic.ipynb
# sizes, train_error, test_error
# shapes: (44,) / (44, 10) / (44, 10)
# 
1.000000000000000000e+03 1.100000000000000977e-02 1.000000000000000888e-02 8.000000000000007105e-03 1.300000000000001155e-02 1.100000000000000977e-02 1.300000000000001155e-02 3.000000000000002665e-03 8.000000000000007105e-03 1.600000000000001421e-02 7.000000000000006217e-03 3.312000000000000499e-01 3.342000000000000526e-01 3.303599999999999870e-01 3.301199999999999690e-01 3.276000000000000023e-01 3.252399999999999736e-01 3.599599999999999467e-01 3.421999999999999487e-01 3.322000000000000508e-01 3.405200000000000449e-01
2.000000000000000000e+03 1.449999999999995737e-02 1.600000000000001421e-02 2.900000000000002576e-02 1.700000000000001510e-02 2.549999999999996714e-02 2.249999999999996447e-02 2.000000000000001776e-02 1.649999999999995914e-02 2.149999999999996358e-02 1.449999999999995737e-02 2.878399999999999848e-01 2.846400000000000041e-01 2.964400000000000368e-01 2.625999999999999446e-01 2.879199999999999537e-01 2.704800000000000537e-01 2.735999999999999543e-01 2.895999999999999686e-01 2.877999999999999448e-01 2.613199999999999967e-01
3.000000000000000000e+03 2.500000000000002220e-02 2.966666666666661900e-02 3.200000000000002842e-02 2.800000000000002487e-02 2.400000000000002132e-02 2.566666666666661545e-02 2.866666666666661811e-02 3.233333333333332504e-02 2.700000000000002398e-02 3.066666666666661989e-02 2.535600000000000076e-01 2.540400000000000436e-01 2.537199999999999456e-01 2.562799999999999523e-01 2.526800000000000157e-01 2.452800000000000535e-01 2.566399999999999793e-01 2.637599999999999945e-01 2.634400000000000075e-01 2.572799999999999532e-01
4.000000000000000000e+03 3.800000000000003375e-02 4.525000000000001243e-02 4.525000000000001243e-02 4.525000000000001243e-02 3.349999999999997424e-02 3.825000000000000622e-02 3.849999999999997868e-02 3.749999999999997780e-02 4.374999999999995559e-02 3.774999999999995026e-02 2.468799999999999883e-01 2.452400000000000135e-01 2.331600000000000339e-01 2.388799999999999812e-01 2.401999999999999691e-01 2.340799999999999548e-01 2.319600000000000550e-01 2.345599999999999907e-01 2.465600000000000014e-01 2.329999999999999849e-01
5.000000000000000000e+03 4.539999999999999591e-02 4.179999999999994831e-02 4.320000000000001616e-02 3.380000000000005222e-02 4.000000000000003553e-02 5.379999999999995897e-02 4.720000000000001972e-02 3.359999999999996323e-02 4.479999999999995097e-02 3.739999999999998881e-02 2.289200000000000124e-01 2.292399999999999993e-01 2.306000000000000272e-01 2.237599999999999589e-01 2.258000000000000007e-01 2.371199999999999974e-01 2.241600000000000259e-01 2.323600000000000110e-01 2.226799999999999891e-01 2.350799999999999557e-01
6.000000000000000000e+03 4.149999999999998135e-02 4.583333333333328152e-02 4.900000000000004352e-02 4.716666666666669006e-02 4.833333333333333925e-02 5.383333333333328863e-02 4.283333333333327886e-02 4.583333333333328152e-02 4.733333333333333837e-02 4.766666666666663499e-02 2.148400000000000309e-01 2.196799999999999864e-01 2.202399999999999913e-01 2.182399999999999896e-01 2.150800000000000489e-01 2.220400000000000151e-01 2.108400000000000274e-01 2.153599999999999959e-01 2.167599999999999527e-01 2.165599999999999747e-01
7.000000000000000000e+03 4.428571428571426161e-02 5.128571428571426782e-02 5.585714285714282745e-02 5.685714285714282834e-02 5.614285714285716100e-02 5.671428571428571708e-02 5.085714285714282301e-02 5.357142857142860315e-02 5.842857142857138530e-02 4.642857142857137465e-02 2.042000000000000481e-01 2.075599999999999667e-01 2.164000000000000368e-01 2.139600000000000390e-01 2.086799999999999766e-01 1.995999999999999996e-01 2.122800000000000242e-01 2.126799999999999802e-01 2.090800000000000436e-01 2.062000000000000499e-01
8.000000000000000000e+03 4.800000000000004263e-02 6.499999999999994671e-02 5.787500000000000977e-02 4.949999999999998845e-02 5.974999999999996980e-02 5.000000000000004441e-02 5.449999999999999289e-02 6.250000000000000000e-02 4.612499999999997158e-02 5.912499999999998312e-02 2.032000000000000473e-01 1.984399999999999498e-01 2.009600000000000275e-01 2.061600000000000099e-01 2.006000000000000005e-01 1.986799999999999677e-01 2.026799999999999713e-01 2.072800000000000198e-01 1.973599999999999799e-01 2.082399999999999807e-01
9.000000000000000000e+03 5.388888888888887507e-02 5.844444444444441000e-02 6.166666666666664742e-02 5.944444444444441089e-02 5.733333333333334725e-02 6.000000000000005329e-02 6.255555555555558644e-02 6.777777777777782564e-02 6.011111111111111516e-02 5.466666666666664121e-02 1.956799999999999651e-01 1.985200000000000298e-01 1.978400000000000158e-01 1.933599999999999763e-01 2.008400000000000185e-01 2.002000000000000446e-01 2.015200000000000324e-01 1.996400000000000396e-01 2.035200000000000342e-01 1.979600000000000248e-01
1.000000000000000000e+04 6.669999999999998153e-02 6.459999999999999076e-02 6.100000000000005418e-02 6.289999999999995595e-02 6.340000000000001190e-02 5.869999999999997442e-02 5.859999999999998543e-02 6.250000000000000000e-02 6.010000000000004228e-02 6.530000000000002469e-02 1.997600000000000486e-01 1.942399999999999682e-01 1.941199999999999593e-01 1.977600000000000469e-01 1.991600000000000037e-01 1.892000000000000348e-01 1.949600000000000222e-01 1.934399999999999453e-01 1.927200000000000024e-01 1.877999999999999670e-01
1.100000000000000000e+04 7.063636363636360826e-02 6.845454545454543460e-02 5.863636363636359761e-02 6.981818181818177926e-02 6.281818181818177305e-02 6.381818181818177393e-02 6.145454545454542838e-02 6.299999999999994493e-02 5.763636363636359672e-02 6.499999999999994671e-02 1.928800000000000514e-01 1.986400000000000388e-01 1.843200000000000394e-01 1.987600000000000477e-01 1.913599999999999746e-01 1.892000000000000348e-01 1.943200000000000482e-01 1.912399999999999656e-01 1.911599999999999966e-01 1.857600000000000362e-01
1.200000000000000000e+04 6.891666666666662611e-02 6.891666666666662611e-02 6.858333333333332948e-02 6.683333333333330017e-02 6.941666666666668206e-02 6.841666666666668117e-02 6.000000000000005329e-02 6.958333333333333037e-02 6.583333333333329929e-02 6.674999999999997602e-02 1.867600000000000371e-01 1.885200000000000209e-01 1.765999999999999792e-01 1.853200000000000403e-01 1.852800000000000002e-01 1.880399999999999849e-01 1.806799999999999518e-01 1.959600000000000231e-01 1.848800000000000443e-01 1.874400000000000510e-01
1.300000000000000000e+04 7.692307692307687184e-02 6.369230769230771472e-02 7.138461538461537970e-02 6.776923076923080380e-02 7.899999999999995914e-02 7.407692307692304023e-02 6.546153846153845990e-02 6.753846153846154721e-02 7.115384615384612310e-02 6.592307692307697309e-02 1.828400000000000025e-01 1.835999999999999854e-01 1.884000000000000119e-01 1.786400000000000210e-01 1.936799999999999633e-01 1.926799999999999624e-01 1.822799999999999976e-01 1.800000000000000488e-01 1.837600000000000344e-01 1.827199999999999935e-01
1.400000000000000000e+04 6.964285714285711748e-02 6.592857142857144748e-02 7.299999999999995381e-02 6.578571428571433621e-02 6.264285714285711126e-02 7.150000000000000799e-02 6.585714285714283633e-02 6.685714285714283722e-02 7.814285714285718054e-02 7.778571428571423585e-02 1.790800000000000169e-01 1.812799999999999967e-01 1.859199999999999742e-01 1.860399999999999832e-01 1.757600000000000273e-01 1.854000000000000092e-01 1.914400000000000546e-01 1.780800000000000161e-01 1.851199999999999513e-01 1.876400000000000290e-01
1.500000000000000000e+04 7.366666666666665808e-02 7.753333333333334298e-02 7.253333333333333854e-02 7.259999999999999787e-02 7.346666666666668011e-02 6.813333333333337904e-02 7.340000000000002078e-02 7.040000000000001812e-02 6.173333333333330675e-02 6.440000000000001279e-02 1.740800000000000125e-01 1.852399999999999602e-01 1.749199999999999644e-01 1.801199999999999468e-01 1.835599999999999454e-01 1.758399999999999963e-01 1.796400000000000219e-01 1.813599999999999657e-01 1.703599999999999559e-01 1.693200000000000260e-01
1.600000000000000000e+04 8.031250000000000888e-02 7.256249999999997424e-02 7.912500000000000089e-02 7.306250000000003020e-02 6.950000000000000622e-02 7.574999999999998401e-02 7.574999999999998401e-02 7.150000000000000799e-02 7.574999999999998401e-02 7.931250000000000799e-02 1.775200000000000111e-01 1.760000000000000453e-01 1.840000000000000524e-01 1.768800000000000372e-01 1.701200000000000490e-01 1.756799999999999473e-01 1.770800000000000152e-01 1.754799999999999693e-01 1.762399999999999523e-01 1.706400000000000139e-01
1.700000000000000000e+04 7.035294117647061807e-02 7.247058823529406446e-02 7.270588235294117574e-02 7.405882352941173252e-02 7.147058823529406357e-02 7.905882352941173696e-02 7.652941176470584583e-02 8.264705882352940680e-02 7.623529411764706776e-02 7.205882352941173075e-02 1.725600000000000467e-01 1.741200000000000525e-01 1.727199999999999847e-01 1.698800000000000310e-01 1.742000000000000215e-01 1.741200000000000525e-01 1.763200000000000323e-01 1.755600000000000493e-01 1.794000000000000039e-01 1.765200000000000102e-01
1.800000000000000000e+04 7.866666666666666252e-02 7.522222222222219035e-02 7.238888888888883599e-02 7.750000000000001332e-02 7.822222222222219301e-02 7.866666666666666252e-02 7.344444444444442333e-02 8.177777777777772705e-02 8.194444444444448639e-02 8.183333333333331350e-02 1.692000000000000171e-01 1.717199999999999838e-01 1.772799999999999931e-01 1.682000000000000162e-01 1.739199999999999635e-01 1.733999999999999986e-01 1.684799999999999631e-01 1.776400000000000201e-01 1.803599999999999648e-01 1.740800000000000125e-01
1.900000000000000000e+04 7.789473684210523885e-02 7.447368421052635856e-02 7.478947368421051678e-02 7.826315789473681228e-02 7.684210526315793377e-02 7.584210526315793288e-02 7.468421052631579737e-02 7.652631578947366453e-02 7.836842105263153169e-02 7.921052631578950898e-02 1.682399999999999451e-01 1.698800000000000310e-01 1.706800000000000539e-01 1.729199999999999626e-01 1.708800000000000319e-01 1.720000000000000417e-01 1.696400000000000130e-01 1.701200000000000490e-01 1.725999999999999757e-01 1.753599999999999604e-01
2.000000000000000000e+04 7.635000000000002895e-02 7.884999999999997566e-02 8.199999999999996181e-02 7.325000000000003730e-02 7.945000000000002061e-02 7.879999999999998117e-02 7.664999999999999591e-02 8.040000000000002700e-02 7.315000000000004832e-02 8.355000000000001315e-02 1.727600000000000247e-01 1.743999999999999995e-01 1.718800000000000328e-01 1.637999999999999456e-01 1.647999999999999465e-01 1.717999999999999527e-01 1.714400000000000368e-01 1.683999999999999941e-01 1.711200000000000498e-01 1.718399999999999928e-01
2.100000000000000000e+04 8.033333333333336768e-02 7.771428571428573573e-02 7.861904761904758843e-02 8.119047619047614628e-02 7.757142857142862447e-02 7.652380952380954948e-02 7.790476190476192109e-02 7.828571428571429180e-02 7.833333333333336590e-02 7.980952380952377467e-02 1.645999999999999686e-01 1.665600000000000414e-01 1.659599999999999964e-01 1.675200000000000022e-01 1.680399999999999672e-01 1.644799999999999596e-01 1.719600000000000017e-01 1.667600000000000193e-01 1.670399999999999663e-01 1.658800000000000274e-01
2.200000000000000000e+04 7.972727272727275771e-02 8.422727272727270620e-02 8.450000000000001954e-02 8.540909090909087897e-02 8.322727272727270531e-02 8.250000000000001776e-02 7.854545454545458494e-02 7.754545454545458405e-02 8.240909090909087631e-02 7.750000000000001332e-02 1.676800000000000512e-01 1.683200000000000252e-01 1.677199999999999802e-01 1.660800000000000054e-01 1.689199999999999591e-01 1.637600000000000167e-01 1.652799999999999825e-01 1.643599999999999506e-01 1.695200000000000040e-01 1.673599999999999532e-01
2.300000000000000000e+04 8.147826086956522218e-02 7.856521739130439830e-02 8.286956521739130554e-02 8.243478260869563368e-02 8.143478260869563279e-02 8.721739130434780218e-02 8.282608695652171615e-02 8.204347826086955120e-02 8.321739130434779863e-02 8.034782608695656414e-02 1.606400000000000050e-01 1.707199999999999829e-01 1.620000000000000329e-01 1.662400000000000544e-01 1.690800000000000081e-01 1.715999999999999748e-01 1.695999999999999730e-01 1.627600000000000158e-01 1.676400000000000112e-01 1.664400000000000324e-01
2.400000000000000000e+04 8.245833333333330017e-02 7.829166666666664831e-02 8.687500000000003553e-02 8.254166666666662433e-02 8.054166666666662255e-02 7.995833333333335347e-02 8.312500000000000444e-02 8.437499999999997780e-02 8.420833333333332948e-02 8.583333333333331705e-02 1.613599999999999479e-01 1.578800000000000203e-01 1.703599999999999559e-01 1.621200000000000419e-01 1.638800000000000257e-01 1.649199999999999555e-01 1.632000000000000117e-01 1.655200000000000005e-01 1.672799999999999843e-01 1.729600000000000026e-01
2.500000000000000000e+04 8.243999999999995776e-02 8.067999999999997396e-02 8.384000000000002562e-02 8.072000000000001396e-02 8.587999999999995637e-02 8.735999999999999321e-02 8.872000000000002107e-02 8.404000000000000359e-02 8.231999999999994877e-02 8.743999999999996220e-02 1.657600000000000184e-01 1.639599999999999946e-01 1.621200000000000419e-01 1.609599999999999920e-01 1.640800000000000036e-01 1.638800000000000257e-01 1.627600000000000158e-01 1.652799999999999825e-01 1.613200000000000189e-01 1.645199999999999996e-01
